Index,Time,openloop_spd_ref,openloop_spd_fdb
0,0,0,0
1,0.001209,0,0
2,0.002195,0,0
3,0.003179,0,0
4,0.004184,0,0
5,0.005183,0,0
6,0.00618,0,0
7,0.007179,0,0
8,0.008193,0,0
9,0.009185,0,0
10,0.010181,0,0
11,0.011181,0,0
12,0.012181,0,0
13,0.01318,0,0
14,0.014185,0,0
15,0.015184,0,0
16,0.016181,0,0
17,0.01718,0,0
18,0.018196,0,0
19,0.01918,0,0
20,0.020185,0,0
21,0.021185,0,0
22,0.022184,0,0
23,0.023184,0,0
24,0.02418,0,0
25,0.02518,0,0
26,0.026184,0,0
27,0.027184,0,0
28,0.02818,0,0
29,0.029199,0,0
30,0.030183,0,0
31,0.03118,0,0
32,0.032183,0,0
33,0.033185,0,0
34,0.034183,0,0
35,0.035179,0,0
36,0.036178,0,0
37,0.037181,0,0
38,0.03818,0,0
39,0.039183,0,0
40,0.0402,0,0
41,0.041183,0,0
42,0.042182,0,0
43,0.04318,0,0
44,0.044184,0,0
45,0.045183,0,0
46,0.046179,0,0
47,0.047185,0,0
48,0.048181,0,0
49,0.04918,0,0
50,0.050183,0,0
51,0.051193,0,0
52,0.052179,0,0
53,0.053183,0,0
54,0.0542,0,0
55,0.055183,0,0
56,0.056179,0,0
57,0.057185,0,0
58,0.058181,0,0
59,0.05918,0,0
60,0.060183,0,0
61,0.061182,0,0
62,0.062194,0,0
63,0.063185,0,0
64,0.064181,0,0
65,0.06518,0,0
66,0.066183,0,0
67,0.067182,0,0
68,0.068179,0,0
69,0.069178,0,0
70,0.070183,0,0
71,0.071182,0,0
72,0.072241,0,0
73,0.073178,0,0
74,0.074181,0,0
75,0.075186,0,0
76,0.076186,0,0
77,0.077182,0,0
78,0.078182,0,0
79,0.079178,0,0
80,0.080185,0,0
81,0.081182,0,0
82,0.082185,0,0
83,0.083237,0,0
84,0.08418,0,0
85,0.085183,0,0
86,0.08618,0,0
87,0.087179,0,0
88,0.088184,0,0
89,0.089183,0,0
90,0.09018,0,0
91,0.091179,0,0
92,0.092179,0,0
93,0.093178,0,0
94,0.094183,0,0
95,0.095199,0,0
96,0.096182,0,0
97,0.097179,0,0
98,0.098178,0,0
99,0.099181,0,0
100,0.100179,0,0
101,0.101182,0,0
102,0.102185,0,0
103,0.10318,0,0
104,0.104179,0,0
105,0.105182,0,0
106,0.106193,0,0
107,0.107199,0,0
108,0.108182,0,0
109,0.109178,0,0
110,0.110185,0,0
111,0.111181,0,0
112,0.112183,0,0
113,0.113178,0,0
114,0.114185,0,0
115,0.115181,0,0
116,0.116199,0,0
117,0.117181,0,0
118,0.118185,0,0
119,0.119184,0,0
120,0.12018,0,0
121,0.121179,0,0
122,0.122185,0,0
123,0.123184,0,0
124,0.12418,0,0
125,0.125179,0,0
126,0.126182,0,0
127,0.127218,0,0
128,0.128182,0,0
129,0.129184,0,0
130,0.130196,0,0
131,0.131179,0,0
132,0.132185,0,0
133,0.133185,0,0
134,0.134181,0,0
135,0.135205,0,0
136,0.136198,0,0
137,0.137184,0,0
138,0.138221,0,0
139,0.139178,0,0
140,0.140178,0,0
141,0.141183,0,0
142,0.142178,0,0
143,0.143207,0,0
144,0.144199,0,0
145,0.145178,0,0
146,0.146182,0,0
147,0.147182,0,0
148,0.148179,0,0
149,0.149198,0,0
150,0.150181,0,0
151,0.151178,0,0
152,0.1522,0,0
153,0.153183,0,0
154,0.15418,0,0
155,0.155179,0,0
156,0.156184,0,0
157,0.157184,0,0
158,0.15818,0,0
159,0.159198,0,0
160,0.1602,0,0
161,0.1612,0,0
162,0.162179,0,0
163,0.163184,0,0
164,0.164182,0,0
165,0.165185,0,0
166,0.166183,0,0
167,0.167179,0,0
168,0.1682,0,0
169,0.169182,0,0
170,0.170178,0,0
171,0.171197,0,0
172,0.172183,0,0
173,0.173179,0,0
174,0.174178,0,0
175,0.175182,0,0
176,0.176196,0,0
177,0.177179,0,0
178,0.178182,0,0
179,0.179181,0,0
180,0.180185,0,0
181,0.181193,0,0
182,0.182179,0,0
183,0.183183,0,0
184,0.184196,0,0
185,0.185179,0,0
186,0.186183,0,0
187,0.187182,0,0
188,0.188185,0,0
189,0.189184,0,0
190,0.19018,0,0
191,0.191179,0,0
192,0.192194,0,0
193,0.193185,0,0
194,0.194181,0,0
195,0.195179,0,0
196,0.196183,0,0
197,0.197182,0,0
198,0.198178,0,0
199,0.199185,0,0
200,0.200181,0,0
201,0.201181,0,0
202,0.202198,0,0
203,0.203182,0,0
204,0.204179,0,0
205,0.205178,0,0
206,0.206183,0,0
207,0.207182,0,0
208,0.208179,0,0
209,0.209178,0,0
210,0.210183,0,0
211,0.211182,0,0
212,0.212182,0,0
213,0.213193,0,0
214,0.214185,0,0
215,0.215205,0,0
216,0.216192,0,0
217,0.217179,0,0
218,0.218184,0,0
219,0.219183,0,0
220,0.22018,0,0
221,0.22118,0,0
222,0.222179,0,0
223,0.223178,0,0
224,0.224193,0,0
225,0.225185,0,0
226,0.226182,0,0
227,0.227181,0,0
228,0.228178,0,0
229,0.229185,0,0
230,0.23018,0,0
231,0.231178,0,0
232,0.232184,0,0
233,0.233183,0,0
234,0.234283,0,0
235,0.235181,0,0
236,0.236185,0,0
237,0.237184,0,0
238,0.23818,0,0
239,0.239178,0,0
240,0.240182,0,0
241,0.241181,0,0
242,0.242179,0,0
243,0.243178,0,0
244,0.244182,0,0
245,0.245198,0,0
246,0.24618,0,0
247,0.247184,0,0
248,0.248183,0,0
249,0.249179,0,0
