Index,Time,openloop_spd_ref,openloop_spd_fdb
0,0.000000,0,0
1,0.001236,0,0
2,0.002230,0,0
3,0.003217,0,0
4,0.004221,0,0
5,0.005221,0,0
6,0.006217,0,0
7,0.007216,0,0
8,0.008220,0,0
9,0.009220,0,0
10,0.010216,0,0
11,0.011216,0,0
12,0.012243,0,0
13,0.013222,0,0
14,0.014218,0,0
15,0.015217,0,0
16,0.016220,0,0
17,0.017218,0,0
18,0.018220,0,0
19,0.019219,0,0
20,0.020222,0,0
21,0.021221,0,0
22,0.022216,0,0
23,0.023269,0,0
24,0.024219,0,0
25,0.025223,0,0
26,0.026221,0,0
27,0.027217,0,0
28,0.028223,0,0
29,0.029219,0,0
30,0.030217,0,0
31,0.031220,0,0
32,0.032219,0,0
33,0.033217,0,0
34,0.034231,0,0
35,0.035222,0,0
36,0.036217,0,0
37,0.037216,0,0
38,0.038219,0,0
39,0.039217,0,0
40,0.040221,0,0
41,0.041219,0,0
42,0.042222,0,0
43,0.043216,0,0
44,0.044219,0,0
45,0.045238,0,0
46,0.046217,0,0
47,0.047216,0,0
48,0.048219,0,0
49,0.049217,0,0
50,0.050220,0,0
51,0.051220,0,0
52,0.052216,0,0
53,0.053218,0,0
54,0.054222,0,0
55,0.055231,0,0
56,0.056231,0,0
57,0.057223,0,0
58,0.058219,0,0
59,0.059219,0,0
60,0.060223,0,0
61,0.061222,0,0
62,0.062218,0,0
63,0.063221,0,0
64,0.064217,0,0
65,0.065216,0,0
66,0.066235,0,0
67,0.067224,0,0
68,0.068223,0,0
69,0.069219,0,0
70,0.070219,0,0
71,0.071223,0,0
72,0.072222,0,0
73,0.073221,0,0
74,0.074220,0,0
75,0.075216,0,0
76,0.076216,0,0
77,0.077263,0,0
78,0.078216,0,0
79,0.079220,0,0
80,0.080219,0,0
81,0.081223,0,0
82,0.082221,0,0
83,0.083219,0,0
84,0.084217,0,0
85,0.085220,0,0
86,0.086219,0,0
87,0.087222,0,0
88,0.088233,0,0
89,0.089221,0,0
90,0.090219,0,0
91,0.091223,0,0
92,0.092221,0,0
93,0.093220,0,0
94,0.094218,0,0
95,0.095221,0,0
96,0.096220,0,0
97,0.097223,0,0
98,0.098222,0,0
99,0.099235,0,0
100,0.100222,0,0
101,0.101221,0,0
102,0.102216,0,0
103,0.103218,0,0
104,0.104221,0,0
105,0.105220,0,0
106,0.106223,0,0
107,0.107222,0,0
108,0.108217,0,0
109,0.109307,0,0
110,0.110217,0,0
111,0.111220,0,0
112,0.112219,0,0
113,0.113217,0,0
114,0.114235,0,0
115,0.115222,0,0
116,0.116221,0,0
117,0.117217,0,0
118,0.118217,0,0
119,0.119320,0,0
120,0.120223,0,0
121,0.121220,0,0
122,0.122219,0,0
123,0.123218,0,0
124,0.124218,0,0
125,0.125222,0,0
126,0.126221,0,0
127,0.127217,0,0
128,0.128217,0,0
129,0.129221,0,0
130,0.130231,0,0
131,0.131223,0,0
132,0.132219,0,0
133,0.133221,0,0
134,0.134217,0,0
135,0.135217,0,0
136,0.136221,0,0
137,0.137220,0,0
138,0.138216,0,0
139,0.139216,0,0
140,0.140220,0,0
141,0.141238,0,0
142,0.142221,0,0
143,0.143220,0,0
144,0.144220,0,0
145,0.145216,0,0
146,0.146216,0,0
147,0.147219,0,0
148,0.148217,0,0
149,0.149219,0,0
150,0.150218,0,0
151,0.151246,0,0
152,0.152233,0,0
153,0.153223,0,0
154,0.154222,0,0
155,0.155217,0,0
156,0.156216,0,0
157,0.157219,0,0
158,0.158217,0,0
159,0.159221,0,0
160,0.160219,0,0
161,0.161222,0,0
162,0.162238,0,0
163,0.163223,0,0
164,0.164219,0,0
165,0.165218,0,0
166,0.166221,0,0
167,0.167219,0,0
